reviewText,Sentiment,AspectTerms
"Uhhhhhh, the computer looks good.",positive,LAPTOP-DESIGN_FEATURES
"To me it exemplifies Soho, cute, artsy, interesting.",positive,AMBIENCE-GENERAL
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",negative,FOOD-QUALITY
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,negative,SOFTWARE-GENERAL
It's simply the best meal in NYC.,positive,FOOD-QUALITY
One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.,positive,COMPANY-GENERAL
I thought we were paying for quality in our decision to buy an Apple product.,negative,COMPANY-GENERAL
"Nice and light, seems to help your work instead of becoming work itself.",positive,LAPTOP-DESIGN_FEATURES
This is a nicely sized laptop with lots of processing power and long battery life.,positive,CPU-OPERATION_PERFORMANCE
"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",negative,POWER_SUPPLY-QUALITY
The food was average or above including some surprising tasty dishes.,positive,FOOD-QUALITY
I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,negative,LAPTOP-DESIGN_FEATURES
I would definitely suggest this laptop!,positive,LAPTOP-GENERAL
Price and purpose is awesome!,positive,LAPTOP-PRICE
"The processor went on me, the fan went and the motherboard went.",negative,FANS_COOLING-QUALITY
The flavors are amazing and the value is phenomenal.,positive,FOOD-PRICES
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,negative,DRINKS-PRICES
"The food is flavorful, plentiful and reasonably priced.",positive,FOOD-PRICES
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",positive,SERVICE-GENERAL
Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.,negative,RESTAURANT-MISCELLANEOUS
"Servers are all different, Greg is my favorite.",positive,SERVICE-GENERAL
Although it was slow but I felt it was ok for the price you have bought it.,neutral,LAPTOP-GENERAL
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,positive,FOOD-QUALITY
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",positive,FOOD-QUALITY
"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",negative,SERVICE-GENERAL
The display has a great resolution but have difficulty always seeing the small print.,positive,DISPLAY-QUALITY
None of the techs at HP knew what they were doing.,negative,SUPPORT-QUALITY
"Love the speed, especially!",positive,LAPTOP-OPERATION_PERFORMANCE
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",positive,FOOD-QUALITY
"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",negative,AMBIENCE-GENERAL
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,negative,CPU-OPERATION_PERFORMANCE
I made a perfect decision when I bought the Toshiba!,positive,COMPANY-GENERAL
I have to keep turning it until it decides to lower and there is no mute.,negative,MULTIMEDIA_DEVICES-USABILITY
"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.",neutral,SUPPORT-QUALITY
"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",negative,RESTAURANT-GENERAL
"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",negative,FOOD-STYLE_OPTIONS
"well, i didn't find it there, and trust, i have told everyone i can think of about my experience.",negative,RESTAURANT-GENERAL
LOVE the atmosphere - felt like I was in Paris.,positive,AMBIENCE-GENERAL
And really large portions.,positive,FOOD-STYLE_OPTIONS
Lightweight and the screen is beautiful!,positive,DISPLAY-GENERAL
"A large is $20, and toppings are about $3 each.",negative,FOOD-PRICES
"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",negative,SERVICE-GENERAL
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,positive,SERVICE-GENERAL
"i'm very happy,this laptop is beatifull, is'nt slow at all.",positive,LAPTOP-DESIGN_FEATURES
"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",negative,LAPTOP-GENERAL
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",positive,FOOD-QUALITY
"slow processor, just not it",negative,CPU-OPERATION_PERFORMANCE
The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,positive,LOCATION-GENERAL
Apple continues to shine and provide a much more enjoyable computer experience!,positive,COMPANY-GENERAL
Our experience did not ever get any better.,negative,RESTAURANT-GENERAL
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",negative,FOOD-QUALITY
"The Unibody construction is solid, sleek and beautiful.",positive,LAPTOP-DESIGN_FEATURES
I took off a star because the machine has a lot of junk software on it.,negative,SOFTWARE-GENERAL
I consider myself an average user and this computer serves my need.,positive,LAPTOP-GENERAL
"Good spreads, great beverage selections and bagels really tasty.",positive,FOOD-QUALITY
for being so small it is amazing that it is as fast as it is.,positive,LAPTOP-OPERATION_PERFORMANCE
"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...",negative,COMPANY-GENERAL
"Keyboard is nice and windows 8.1 is great, worried about that coming from xp.",positive,OS-GENERAL
"Both times I was extremely dissappointed by the service, which was boarderline rude.",negative,SERVICE-GENERAL
Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,positive,FOOD-QUALITY
"The side dishes were passable, and I did get a refill upon request.",neutral,FOOD-QUALITY
My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,negative,FOOD-QUALITY
Very disappointed!,negative,LAPTOP-GENERAL
"Even though the place is not beautiful, the food speaks for itself.",negative,AMBIENCE-GENERAL
It is amazing.,positive,LAPTOP-GENERAL
Windows Vista makes this computer almost unusable for online service.,negative,OS-GENERAL
i really have nothing negative to say about it.,positive,LAPTOP-GENERAL
The Toshiba Satellite has been more than I expected for the price.,positive,LAPTOP-GENERAL
The only thing the waiters don't do for you is wipe your chin when you leave.,positive,SERVICE-GENERAL
Stepped on my foot on the SECOND time he reached over me to adjust lighting.,negative,SERVICE-GENERAL
iPhotos is an excellent program for storing and organizing photos.,positive,SOFTWARE-MISCELLANEOUS
not durable .,negative,LAPTOP-QUALITY
"Great battery, speed, display.",positive,LAPTOP-OPERATION_PERFORMANCE
"I would recommend Roxy's for that, but not for their food.",negative,FOOD-QUALITY
Winnie and her staff are the best crew you can find serving you.,positive,SERVICE-GENERAL
"Some features arent friendly ( volume wheel, sound quality, etc.",negative,MULTIMEDIA_DEVICES-QUALITY
They wouldnt even let me finish my glass of wine before offering another.,negative,SERVICE-GENERAL
Amazing machine.,positive,LAPTOP-GENERAL
"Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.",negative,RESTAURANT-PRICES
It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,positive,SERVICE-GENERAL
it's a perfect place to have a amanzing indian food.,positive,FOOD-QUALITY
"the screen is big, and everything was as described",positive,DISPLAY-DESIGN_FEATURES
in 5 months the connect quality got worse and worse.,negative,LAPTOP-CONNECTIVITY
It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,positive,LAPTOP-OPERATION_PERFORMANCE
Spreads and toppings are great - though a bit pricey.,negative,FOOD-PRICES
"Service was very good - prompt, attentive and non-intrusive.",positive,SERVICE-GENERAL
And if you are a game player it works with World Of Warcraft wonderfully.,positive,LAPTOP-MISCELLANEOUS
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",positive,FOOD-QUALITY
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",positive,FOOD-QUALITY
The shrimp scampi was excellent and the antipasti were plentiful.,positive,FOOD-QUALITY
"never swaying, never a bad meal, never bad service...",positive,FOOD-QUALITY
I was surprised with the performance and quality of this HP Laptop.,positive,LAPTOP-OPERATION_PERFORMANCE
Everything from the design to the OS is simple and to the point.,positive,LAPTOP-USABILITY
Works at a decent speed.,neutral,LAPTOP-OPERATION_PERFORMANCE
This laptop is nice.,positive,LAPTOP-GENERAL
"Bigger screen than expected, laptop with a desktop design that is really nice to use for all types of usage, including programming/editing",positive,LAPTOP-MISCELLANEOUS
As always we had a great glass of wine while we waited.,positive,DRINKS-QUALITY
Save your money and go for a better device.,negative,LAPTOP-GENERAL
"Indo Chinese food, pretty good...",positive,FOOD-QUALITY
"We liked it so much, that we will always make it a point to dine here when we visit New York.",positive,RESTAURANT-GENERAL
I got an excellent piece of cheesecake and we had several other nice pastries.,positive,FOOD-QUALITY
"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",positive,LAPTOP-DESIGN_FEATURES
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",negative,RESTAURANT-MISCELLANEOUS
Good product for a good price.,positive,LAPTOP-GENERAL
It's just a little slow.,negative,LAPTOP-OPERATION_PERFORMANCE
"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",positive,LAPTOP-GENERAL
"The food here is rather good, but only if you like to wait for it.",negative,SERVICE-GENERAL
If you have the money I suggest going for the i7.,positive,LAPTOP-GENERAL
Now the speed is disappointing.,negative,LAPTOP-OPERATION_PERFORMANCE
"While their kitchen food is delicious, their Sushi is out of this world.",positive,FOOD-QUALITY
